,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,O*NET-SOC Code,round O*NET-SOC Code
Financial Managers,-2.698320089787355,-9.541365928774773,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192828,2.5185421845902964,-3.6881926139889925,-0.41271919232261756,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.41930451170588595,1.2652695271354828e-15,113031.0,113031.0
Treasurers and Controllers,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.2861196510101593,-4.689509786470236,-1.0222076336701111,-0.06714540783874902,-3.7021854966654066,-1.5197770331159985,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
Investment Fund Managers,-4.969325541492515,-5.085730725780831,2.546823599377539,4.350318987014221,-2.2514507972551536,-3.5289199426481113,-0.6823594763052526,-2.2018033297537394,5.972663203716913,-0.7737698522747187,-0.4763783923852978,-2.8648309084399997,-1.3556264057723761,0.6855371865670558,1.2652695271354824e-15,113031.03,113031.0
Business Continuity Planners,-3.216029261444986,-4.584160761646676,-1.4627645597558743,-3.1698328793411594,4.388008041167265,-1.8496702883930662,0.47722524891943124,0.010721691738352784,-1.678963593543929,-1.8056520823039564,4.921914347387817,-0.5202518194307508,-2.826501559669036,-0.9481852657290187,1.2652695271354838e-15,131199.04,131199.0
Sustainability Specialists,-2.007624762908106,-4.1182620091484115,1.7726545851811257,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
Online Merchants,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.39332617077568505,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.18646516612386702,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
Civil Engineers,-5.4850284367104,3.677537660002935,-2.5810868290871616,-0.36240530366327955,-0.18578277994061368,3.5801200445980967,-5.9037612285386825,1.6996667155683134,1.2578367713377219,-2.351293443564301,-2.4962419036110397,1.9092578747299105,-2.0368927833966572,-2.255408550002111,1.2652695271354865e-15,172051.0,172051.0
Transportation Engineers,-5.397302502109294,1.670810542423523,-3.4228723090709736,-2.594774801908043,-2.2606704748258997,2.6799479130604498,-2.6950559737547666,0.8410990617305062,-0.8834673989336611,-0.42108100435985724,0.9523008386389228,-0.28409445321746357,0.2940177787574476,5.129936627316403,1.2652695271354828e-15,172051.01,172051.0
Water/Wastewater Engineers,-6.849854271166593,3.279771911452312,-2.599866295344773,-0.9850102404565517,0.3345191869722831,2.5451303490563344,-1.618720610697848,-0.71531557305351,-0.4465727756648339,1.83408474882396,1.1943726807327766,-3.963409700604243,3.519187834061172,-2.2918420665924963,1.2652695271354808e-15,172051.02,172051.0
Mechanical Engineers,-1.4743811503891,8.467352474971337,4.415864409825387,2.628674977722927,-2.349336894953787,-4.508411265834854,-1.1422049644095222,4.570536839278595,-2.315912327077003,4.239759593922901,0.43041541854927756,0.03114259431699197,-1.381439638441357,-0.17538348670581927,1.265269527135483e-15,172141.0,172141.0
Fuel Cell Engineers,-1.5776732447352504,11.554664787028415,2.3746137462889894,3.561221687406704,6.096407563477225,-2.7179661772377193,1.1725665989386878,-0.8808968951226067,0.623844644720587,-3.2306542874791195,0.03315971475971414,1.680951987292583,2.3023013238934227,0.8316213439329782,1.265269527135483e-15,172141.01,172141.0
Automotive Engineers,-4.042900113387587,6.536497855025986,-3.094374601680246,-3.9847075796084295,-3.534801363039131,1.569771368337715,8.529458135975805,0.8104328359974435,2.3024819568351598,-0.08968152310006079,-0.6216098194428424,0.6159177701151282,-0.7947552938258712,-0.5927155591186924,1.2652695271354824e-15,172141.02,172141.0
Neurodiagnostic Technologists,13.231028530262384,4.976674459940391,-4.560944589599902,-0.22893933500158353,-2.781076553051564,-2.367639026256447,-0.4723668536665194,-4.554251537647976,-3.885980232150283,-1.505434465398678,-1.7154791799466886,-1.7910440174544735,-1.0860745284767017,-0.18420944544542403,1.265269527135483e-15,292099.01,292099.0
Ophthalmic Medical Technologists,16.060720223141736,1.2149105500444097,-1.7098695472853769,3.4747663859637066,2.0628916099757233,5.022957725421765,-0.2389085755228726,-0.13357985870180294,3.350091157918142,2.828086856220969,2.158094792640986,0.9182341436591457,-0.484434191480955,0.20288122505630996,1.2652695271354828e-15,292099.05,292099.0
Patient Representatives,9.678543608007734,-8.432445263330237,-3.486947064524458,-3.3776273023525176,-0.9069215662634822,-4.342841282950011,-0.7360373411782285,5.167407481408384,1.5781413472780144,-1.551343117143726,-0.5949132002948161,0.4457023387708576,2.476963308975283,-0.3362170786388692,1.2652695271354828e-15,292099.08,292099.0
